,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE,Label
26,26,192.168.1.4-192.168.1.2-20000-48948,192.168.1.4,192.168.1.2,20000,48948,6, 18/05/2020  19:31:26 ,114011536,4,4,950,946,930,32,28,20,654,7,237.5,306.4381395,653,6,236.5,306.4381395,649,2,232.5,306.4381395,8,8,8,0,7,7,7,0,5,5,5,0,8.613163496,8.542995158,8.332490144,0.070168338,16287362.29,24426901.47,69960306,285066,95044695,31681565,44020634.28,81999334,285066,111014920,37004973.33,38200956.4,80009051,6999991,40,4,16,40,4,8,0.035084169,0.035084169,122.75,7,654,235.1453958,55293.35714,121.75,6,653,235.1453958,55293.35714,118.75,2,649,234.589459,55032.21429,599323.2,1340127.416,2996616,0,22202984,27224492.76,69960306,5039037,12,1,8,OUTSTATION,1,129,0,0,0,4,4,REPLAY
11240,751,192.168.1.1-192.168.1.6-33180-20001,192.168.1.1,192.168.1.6,33180,20001,6, 15/05/2020  21:26:07 ,118077530,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07418448,14.93933689,11.51785611,1.134847587,887800.9774,965913.1997,2001078,442,118075982,1816553.569,463710.3108,2006969,26225,118076702,1762338.836,552726.1983,2006887,442,660,66,132,680,68,272,0.558954782,0.575892805,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,14,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
25297,428,192.168.1.11-192.168.1.4-38022-20000,192.168.1.11,192.168.1.4,38022,20000,6, 16/05/2020  17:48:09 ,1009,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,998017.8394,996035.6789,990089.1972,1982.160555,1009,-1,1009,1009,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,991.0802775,991.0802775,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
7665,32,192.168.1.12-192.168.1.6-57231-20003,192.168.1.12,192.168.1.6,57231,20003,6, 14/05/2020  23:46:01 ,118058260,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38174237,15.24670955,11.82467029,1.135032822,887656.0902,966208.7979,2004584,153,118057978,1816276.585,462033.4026,2004820,122325,118058016,1762059.94,551353.5608,2004887,522,660,66,132,680,68,272,0.559046017,0.575986805,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,4,14,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
25101,232,192.168.1.11-192.168.1.4-37238-20000,192.168.1.11,192.168.1.4,37238,20000,6, 16/05/2020  16:24:35 ,300,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,3356666.667,3350000,3330000,6666.666667,300,-1,300,300,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3333.333333,3333.333333,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
10078,67,192.168.1.12-192.168.1.5-37363-20003,192.168.1.12,192.168.1.5,37363,20003,6, 15/05/2020  18:52:02 ,118045107,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97694346,14.85872684,11.48713432,1.118216615,901107.687,967162.0849,2001133,104,118044872,1844451.125,404333.0798,2001356,247569,118044926,1788559.485,509806.0777,2001310,578,650,65,130,670,67,268,0.55063697,0.567579646,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,13,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART
7,7,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  18:50:27 ,119361248,6,4,48,42,30,472,468,452,8,8,8,0,7,7,7,0,5,5,5,0,282,7,118,135.2799566,281,6,117,135.2799566,277,2,113,135.2799566,4.356522814,4.272743529,4.038161531,0.083779285,13262360.89,14324645.79,48003397,49582,119361248,23872249.6,19613018.55,58020907,9527927,63935897,21311965.67,36681052.48,63667484,49582,60,6,12,40,4,16,0.050267571,0.033511714,52,7,282,96.57581938,9326.888889,51,6,281,96.57581938,9326.888889,48.2,2,277,95.97198665,9210.622222,38344.71429,101450.5781,268413,0,17013262.14,14132514.49,48003397,6067727,1,12,10,MASTER,1,129,0,0,0,6,4,REPLAY
24122,774,192.168.1.11-192.168.1.5-36435-20002,192.168.1.11,192.168.1.5,36435,20002,6, 16/05/2020  02:22:05 ,118057066,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07697078,14.94192647,11.51985261,1.135044301,887647.1128,965499.8757,2000605,523,118056064,1816247.138,461432.5282,2001417,75973,118056107,1762031.448,550929.9877,2001449,523,660,66,132,680,68,272,0.559051671,0.575992631,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,13,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
11651,202,192.168.1.11-192.168.1.9-39338-20002,192.168.1.11,192.168.1.9,39338,20002,6, 15/05/2020  19:10:01 ,118051737,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97604616,14.85789235,11.48648918,1.118153814,901158.2977,964488.6371,2000842,530,118051013,1844547.078,393542.7303,2003900,349121,118051100,1788653.03,501594.0186,2003358,530,650,65,130,670,67,268,0.550606045,0.567547769,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,3,17,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART
38159,1,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 18/05/2020  23:42:02 ,118789871,64,64,530,466,338,1336,1272,1016,17,8,8.28125,1.578312842,16,7,7.28125,1.578312842,14,5,5.28125,1.578312842,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.70841002,14.63087707,11.39827823,1.077532949,935353.315,988049.2705,2082156,286,118789078,1885540.921,407928.7381,2082156,121942,118789088,1885541.079,430953.1623,2206995,286,640,64,128,640,64,256,0.538766474,0.538766474,14.578125,7,282,39.81089341,1584.907234,13.578125,6,281,39.81089341,1584.907234,10.578125,2,277,39.6638651,1573.222195,0,0,0,0,0,0,0,0,3,12,128,MASTER,1,129,0,0,0,64,64,INIT_DATA
3565,685,192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002,6, 15/05/2020  02:20:05 ,118046783,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.2054395,15.08723876,11.71569411,1.118200739,901120.4809,978502.86,2000483,287,118045989,1844468.578,461925.1058,2001297,33657,118046056,1788576.606,553092.4967,2001474,287,650,65,130,670,67,268,0.550629152,0.567571587,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,3,18,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
31601,566,192.168.1.5-192.168.1.2-20000-55877,192.168.1.5,192.168.1.2,20000,55877,6, 16/05/2020  16:43:37 ,514,1,1,7,6,2,5,4,2,7,7,7,-1,6,6,6,-1,2,2,2,-1,5,5,5,-1,4,4,4,-1,2,2,2,-1,23346.3035,19455.25292,7782.101167,3891.050584,514,-1,514,514,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,1945.525292,1945.525292,6,5,7,1.414213562,2,5,4,6,1.414213562,2,2,2,2,0,0,0,0,0,0,0,0,0,0,13,1,2,OUTSTATION,0,130,0,0,0,1,1,NORMAL
35472,84,192.168.1.11-192.168.1.4-38678-20000,192.168.1.11,192.168.1.4,38678,20000,6, 16/05/2020  19:23:14 ,290,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,3472413.793,3465517.241,3444827.586,6896.551724,290,-1,290,290,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3448.275862,3448.275862,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
31657,94,192.168.1.11-192.168.1.4-38782-20000,192.168.1.11,192.168.1.4,38782,20000,6, 16/05/2020  19:45:13 ,338,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2979289.941,2973372.781,2955621.302,5917.159763,338,-1,338,338,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2958.579882,2958.579882,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
2206,286,192.168.1.1-192.168.1.5-40070-20001,192.168.1.1,192.168.1.5,40070,20001,6, 15/05/2020  00:40:02 ,118057010,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38191582,15.24687098,11.82479549,1.13504484,887646.6917,976845.9057,2001029,513,118056293,1816250.662,510373.9365,2001890,9250,118056211,1762033,589310.5295,2001950,566,660,66,132,680,68,272,0.559051936,0.575992904,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,2,13,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
27776,712,192.168.1.5-192.168.1.2-20000-35804,192.168.1.5,192.168.1.2,20000,35804,6, 16/05/2020  16:24:51 ,29211684,16,16,112,96,32,125,109,77,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.8125,0.75,7,4,6.8125,0.75,5,2,4.8125,0.75,8.113191968,7.017739888,3.731383648,1.09545208,942312.3871,998475.0427,2000268,229,29211684,1947445.6,207408.7081,2001179,1197708,29210522,1947368.133,207681.8681,2001149,1196643,160,16,64,160,16,32,0.54772604,0.54772604,7.40625,5,8,0.665237042,0.442540323,6.40625,4,7,0.665237042,0.442540323,3.40625,2,5,1.521022046,2.313508065,0,0,0,0,0,0,0,0,13,1,32,OUTSTATION,1,129,0,0,0,16,16,NORMAL
2100,180,192.168.1.1-192.168.1.7-43417-20001,192.168.1.1,192.168.1.7,43417,20001,6, 15/05/2020  00:14:02 ,118057560,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20396017,15.08586151,11.71462463,1.118098663,901202.7481,966574.4421,2000641,427,118056845,1844638.203,403670.2273,2001421,367908,118056515,1788735.076,509334.663,2001622,427,650,65,130,670,67,268,0.550578887,0.567519776,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,2,15,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
30904,1048,192.168.1.12-192.168.1.5-39660-20000,192.168.1.12,192.168.1.5,39660,20000,6, 16/05/2020  18:24:37 ,99,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,10171717.17,10151515.15,10090909.09,20202.0202,99,-1,99,99,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,10101.0101,10101.0101,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
36530,53,192.168.1.12-192.168.1.5-39936-20000,192.168.1.12,192.168.1.5,39936,20000,6, 16/05/2020  19:16:29 ,88,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,11443181.82,11420454.55,11352272.73,22727.27273,88,-1,88,88,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,11363.63636,11363.63636,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
25962,528,192.168.1.12-192.168.1.5-39712-20000,192.168.1.12,192.168.1.5,39712,20000,6, 16/05/2020  18:30:06 ,657,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,1532724.505,1529680.365,1520547.945,3044.14003,657,-1,657,657,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,1522.070015,1522.070015,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
38221,63,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  01:46:33 ,118520065,63,64,522,459,333,1336,1272,1016,17,8,8.285714286,1.590582886,16,7,7.285714286,1.590582886,14,5,5.285714286,1.590582886,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.67667044,14.60512193,11.38203898,1.071548518,940635.4365,996824.4788,2078951,401,118519037,1911597.371,390930.8918,2079751,65008,118519247,1881257.889,467995.9799,2205284,401,630,63,126,640,64,256,0.531555564,0.539992954,14.62992126,7,282,39.96423066,1597.139733,13.62992126,6,281,39.96423066,1597.139733,10.62204724,2,277,39.81782506,1585.459193,0,0,0,0,0,0,0,0,3,12,127,MASTER,1,129,0,0,0,63,64,INIT_DATA
36445,1076,192.168.1.11-192.168.1.4-39670-20000,192.168.1.11,192.168.1.4,39670,20000,6, 16/05/2020  22:57:52 ,74,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,13608108.11,13581081.08,13500000,27027.02703,74,-1,74,74,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,13513.51351,13513.51351,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
675,6,192.168.1.2-192.168.1.4-48948-20000,192.168.1.2,192.168.1.4,48948,20000,6, 18/05/2020  18:48:32 ,107469992,30,30,258,228,168,1098,1068,948,17,8,8.6,2.283373185,16,7,7.6,2.283373185,14,5,5.6,2.283373185,282,7,36.6,79.23931452,281,6,35.6,79.23931452,277,2,31.6,79.23931452,12.61747558,12.0591802,10.38429406,0.55829538,1821525.288,3161826.29,15758109,115,107469775,3705854.31,3683189.277,15758992,870,107469802,3705855.241,4404391.087,15758372,325,300,30,60,300,30,120,0.27914769,0.27914769,22.6,7,282,57.34203061,3288.108475,21.6,6,281,57.34203061,3288.108475,18.6,2,277,57.10210896,3260.650847,7840437,5691825.587,17056793,231,10036626.83,3256003.15,15758109,5921503,1,12,60,MASTER,1,129,0,0,0,30,30,REPLAY
18513,865,192.168.1.12-192.168.1.4-34770-20003,192.168.1.12,192.168.1.4,34770,20003,6, 16/05/2020  02:46:06 ,118059256,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07667255,14.9416493,11.51963892,1.135023246,887663.5789,978717.3052,2000741,450,118058318,1816281.815,517660.9706,2001469,36391,118058247,1762063.388,595394.0481,2001354,450,660,66,132,680,68,272,0.5590413,0.575981946,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,12,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
30429,524,192.168.1.4-192.168.1.2-20000-55175,192.168.1.4,192.168.1.2,20000,55175,6, 16/05/2020  16:36:40 ,24957472,14,14,98,84,28,109,95,67,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.785714286,0.801783726,7,4,6.785714286,0.801783726,5,2,4.785714286,0.801783726,8.294109275,7.172200774,3.806475271,1.121908501,924350.8148,997248.4839,2000941,213,24957472,1919805.538,292714.4583,2001232,945593,24956777,1919752.077,292934.2538,2001169,944808,140,14,56,140,14,28,0.56095425,0.56095425,7.392857143,5,8,0.685256682,0.46957672,6.392857143,4,7,0.685256682,0.46957672,3.392857143,2,5,1.523623501,2.321428571,0,0,0,0,0,0,0,0,12,1,28,OUTSTATION,1,129,0,0,0,14,14,NORMAL
30677,818,192.168.1.5-192.168.1.12-20000-39208,192.168.1.5,192.168.1.12,20000,39208,6, 16/05/2020  17:35:53 ,260,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,3873076.923,3865384.615,3842307.692,7692.307692,260,-1,260,260,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,3846.153846,3846.153846,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,13,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
4604,764,192.168.1.12-192.168.1.3-45423-20003,192.168.1.12,192.168.1.3,45423,20003,6, 15/05/2020  02:40:06 ,118161567,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.36742004,15.23337956,11.81433215,1.134040479,888432.8346,964399.6814,2001890,296,118160106,1817847.785,453329.9124,2002505,96396,118160713,1763592.731,544442.3734,2003183,296,660,66,132,680,68,272,0.558557251,0.575483228,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,4,11,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
1792,87,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  12:46:16 ,118149410,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.65813998,14.59169369,11.3754271,1.06644629,945195.28,1001610.907,2069192,134,118149151,1936871.328,352267.7532,2069420,11734,118149087,1875382.333,484671.6722,2069455,334,620,62,124,640,64,256,0.524759286,0.541687005,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
12389,940,192.168.1.11-192.168.1.10-58689-20002,192.168.1.11,192.168.1.10,58689,20002,6, 15/05/2020  22:14:06 ,118059440,67,69,539,472,338,1371,1302,1026,17,5,8.044776119,1.770403445,16,4,7.044776119,1.770403445,14,2,5.044776119,1.770403445,282,7,19.86956522,53.81665854,281,6,18.86956522,53.81665854,277,2,14.86956522,53.81665854,16.17829121,15.02632911,11.5535022,1.151962096,874514.3704,978116.6888,2005970,494,118058781,1788769.409,564733.8859,2006726,5554,118058872,1736159.882,630554.0008,2006748,5367,670,67,134,690,69,276,0.567510739,0.584451358,14.04411765,5,282,38.6727711,1495.583224,13.04411765,4,281,38.6727711,1495.583224,10.02941176,2,277,38.53155343,1484.68061,0,0,0,0,0,0,0,0,3,18,136,MASTER,1,129,0,0,0,67,69,COLD_RESTART
18547,899,192.168.1.12-192.168.1.8-43137-20003,192.168.1.12,192.168.1.8,43137,20003,6, 16/05/2020  02:54:06 ,118061047,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07642866,14.94142264,11.51946416,1.135006028,887677.0451,974716.1439,2000900,587,118060221,1816311.092,504457.349,2002032,17945,118060049,1762090.284,582366.1833,2001820,18107,660,66,132,680,68,272,0.55903282,0.575973208,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,16,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
5765,37,192.168.1.1-192.168.1.3-45480-20001,192.168.1.1,192.168.1.3,45480,20001,6, 14/05/2020  23:48:01 ,118053393,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20453213,15.086394,11.71503813,1.118138129,901170.9389,968020.1176,2001030,131,118053191,1844581.109,408414.3062,2001246,240410,118053242,1788685.485,513006.8653,2001271,567,650,65,130,670,67,268,0.550598321,0.567539808,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,2,11,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
32304,185,192.168.1.12-192.168.1.5-40254-20000,192.168.1.12,192.168.1.5,40254,20000,6, 16/05/2020  20:25:43 ,356,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2828651.685,2823033.708,2806179.775,5617.977528,356,-1,356,356,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2808.988764,2808.988764,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
844,63,192.168.1.5-192.168.1.2-20000-51789,192.168.1.5,192.168.1.2,20000,51789,6, 18/05/2020  20:49:09 ,114226754,18,13,1919,1901,1829,140,127,101,468,7,106.6111111,142.761891,467,6,105.6111111,142.761891,463,2,101.6111111,142.761891,17,8,10.76923077,4.323460153,16,7,9.769230769,4.323460153,14,5,7.769230769,4.323460153,18.02554943,17.75415942,16.8962168,0.271390011,3807558.467,6395186.018,25999118,246,114226754,6719220.824,8266085.972,25999716,347,108003422,9000285.167,8254625.668,27509769,686,180,18,72,130,13,26,0.157581297,0.113808714,66.41935484,7,468,117.7621258,13867.91828,65.41935484,6,467,117.7621258,13867.91828,62.25806452,2,463,117.3561439,13772.46452,1835951.75,2325173.629,6003366,0,12442353.38,6986856.098,25999118,6223019,13,1,31,OUTSTATION,1,129,0,0,0,13,18,REPLAY
